"hs_code","Description"
"0210993910","Poultrymeat, salted or in brine, of heading 0207"
"0210993990","Other"
"02109941","Offal"
"02109941","Of domestic swine"
"02109941","Livers"
"02109949","Other"
"02109951","Of bovine animals"
"02109951","Thick skirt and thin skirt"
"0210995110","Of bison"
"0210995190","Other"
"02109959","Other"
"0210995910","Of bison"
"0210995990","Other"
"02109971","Other"
"02109971","Poultry liver"
"02109971","Fatty livers of geese or ducks, salted or in brine"
"02109979","Other"
"02109985","Other"
"0210998510","Of sheep and goats"
"0210998590","Other"
"02109990","Edible flours and meals of meat or meat offal"
"0210999010","Of domestic swine and bovine animals"
"0210999090","Other"
"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"0301","Live fish"
"030111","Ornamental fish"
"030111","Freshwater fish"
"030119","Other"
"030191","Other live fish"
"030191","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"03019110","Of the species Oncorhynchus apache or Oncorhynchus chrysogaster"
"03019190","Other"
"0301919011","Of the species Oncorhynchus mykiss"
"0301919011","Weighing 1.2 kg or less each"
"0301919019","Other"
"0301919090","Other"
"030192","Eels (Anguilla spp.)"
"03019210","Of a length of less than 12|cm"
"03019230","Of a length of 12|cm or more but less than 20|cm"
"03019290","Of a length of 20|cm or more"
"030193","Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
"030194","Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
"03019410","Atlantic bluefin tuna (Thunnus thynnus)"
"03019490","Pacific bluefin tuna (Thunnus orientalis)"
"030195","Southern bluefin tuna (Thunnus maccoyii)"
"030199","Other"
"03019911","Freshwater fish"
"03019911","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0301991140","Atlantic salmon (Salmo salar)"
"0301991180","Other"
"03019917","Other"
"03019985","Other"
"0301998510","Sharks (Squalus|spp.)"
"0301998522","European sea bass (Dicentrarchus labrax)"
"0301998530","Porbeagle shark (Lamna nasus)"
"0301998540","Lesser or Greenland halibut (Reinhardtius hippoglossoides)"
"0301998550","Atlantic halibut (Hippoglossus hippoglossus)"
"0301998560","Gilt-head sea bream (Sparus aurata)"
"0301998570","Swordfish (Xiphias gladius)"
"0301998575","Bigeye tuna (Thunnus obesus)"
"0301998580","Sea bream (Dentex dentex, Pagellus|spp.)"
"0301998590","Other"
"0302","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading|0304"
"030211","Salmonidae, excluding edible fish offal of subheadings 0302|91|to 0302|99"
"030211","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"03021110","Of the species Oncorhynchus apache or Oncorhynchus chrysogaster"
"03021120","Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2|kg each, or with heads off, gilled and gutted, weighing more than 1|kg each"
"03021180","Other"
"0302118011","Of the species Oncorhynchus mykiss"
"0302118011","In the form of whole fish (with heads on), whether or not gilled, whether or not gutted, weighing 1,2 kg or less each; with heads off, whether or not gilled, whether or not gutted, weighing 1 kg or less each"
"0302118019","Other"
"0302118090","Other"
"030213","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
"030214","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0302140010","Atlantic salmon (Salmo salar)"
"0302140090","Danube salmon (Hucho hucho)"
"030219","Other"
"030221","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0302|91|to 0302|99"
"030221","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
"03022110","Lesser or Greenland halibut (Reinhardtius hippoglossoides)"
"03022130","Atlantic halibut (Hippoglossus hippoglossus)"
"03022190","Pacific halibut (Hippoglossus stenolepis)"
"030222","Plaice (Pleuronectes platessa)"
"030223","Sole (Solea spp.)"
"030224","Turbots (Psetta maxima)"
"030229","Other"
"03022910","Megrim (Lepidorhombus spp.)"
"03022980","Other"
"030231","Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding edible fish offal of subheadings 0302|91|to 0302|99"
"030231","Albacore or longfinned tuna (Thunnus alalunga)"
"03023110","For the industrial manufacture of products of heading|1604"
"03023190","Other"
"030232","Yellowfin tuna (Thunnus albacares)"
"03023210","For the industrial manufacture of products of heading|1604"
"03023290","Other"
"030233","Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)"
"03023310","For the industrial manufacture of products of heading|1604"
"03023390","Other"
"030234","Bigeye tuna (Thunnus obesus)"
"03023410","For the industrial manufacture of products of heading|1604"
"03023490","Other"
"030235","Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
"03023511","Atlantic bluefin tuna (Thunnus thynnus)"
"03023511","For the industrial manufacture of products of heading|1604"
"03023519","Other"
"03023591","Pacific bluefin tuna (Thunnus orientalis)"
"03023591","For the industrial manufacture of products of heading|1604"
"03023599","Other"
"030236","Southern bluefin tuna (Thunnus maccoyii)"
"03023610","For the industrial manufacture of products of heading|1604"
"03023690","Other"
"030239","Other"
"03023920","For the industrial manufacture of products of heading|1604"
"03023980","Other"
"030241","Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japoni"
"030241","Herrings (Clupea harengus, Clupea pallasii)"
"0302410010","Of a weight exceeding 100|g per piece, for processing"
"0302410090","Other"
"030242","Anchovies (Engraulis spp.)"
"030243","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)"
"03024310","Sardines of the species Sardina pilchardus"
"03024330","Sardines of the genus Sardinops; sardinella (Sardinella spp.)"
"03024390","Brisling or sprats (Sprattus sprattus)"
"030244","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
"0302440010","Mackerel (Scomber scombrus)"
"0302440090","Other"
"030245","Jack and horse mackerel (Trachurus spp.)"
"03024510","Atlantic horse mackerel (Trachurus trachurus)"
"03024530","Chilean jack mackerel (Trachurus murphyi)"
"03024590","Other"
"0302459010","Horse mackerel (scad) (Caranx trachurus)"
"0302459090","Other"
"030246","Cobia (Rachycentron canadum)"
"030247","Swordfish (Xiphias gladius)"
"030249","Other"
"03024911","Kawakawa (Euthynnus affinis)"
"03024911","For the industrial manufacture of products of heading|1604"
"03024919","Other"
"03024990","Other"
"030251","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302|91|to 0302|99"
"030251","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"03025110","Of the species Gadus morhua"
"0302511020","For processing"
"0302511080","Other"
"03025190","Other"
"0302519010","For industrial manufacture"
"0302519090","Other"
"030252","Haddock (Melanogrammus aeglefinus)"
"0302520010","With heads off, gilled and gutted, for processing"
"0302520090","Other"
"030253","Coalfish (Pollachius virens)"
"030254","Hake (Merluccius spp., Urophycis spp.)"
"03025411","Hake of the genus Merluccius"
"03025411","Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)"
"03025415","Southern hake (Merluccius australis)"
"03025419","Other"
"0302541910","Silver hake (Merluccius bilinearis)"
"0302541920","Hake of the species Merluccius merluccius"
"0302541990","Other"
"03025490","Hake of the genus Urophycis"
"030255","Alaska Pollock (Theragra chalcogramma)"
"030256","Blue whiting (Micromesistius poutassou, Micromesistius australis)"
"0302560010","Blue whiting (Micromesistius poutassou)"
"0302560020","Southern blue whiting (Micromesistius australis)"
"030259","Other"
"03025910","Polar cod (Boreogadus saida)"
"0302591010","For processing"
"0302591090","Other"
"03025920","Whiting (Merlangius merlangus)"
"03025930","Pollack (Pollachius pollachius)"
"03025940","Ling (Molva spp.)"
"03025990","Other"
"030271","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Ost"
"030271","Tilapias (Oreochromis spp.)"
"030272","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
"030273","Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
"030274","Eels (Anguilla spp.)"
"030279","Other"
"030281","Other fish, excluding edible fish offal of subheadings 0302|91|to 0302|99"
"030281","Dogfish and other sharks"
"03028115","Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)"
"03028130","Porbeagle shark (Lamna nasus)"
"03028140","Blue shark (Prionace glauca)"
"03028180","Other"
"030282","Rays and skates (Rajidae)"
"030283","Toothfish (Dissostichus spp.)"
"030284","Sea bass (Dicentrarchus spp.)"
"03028410","European sea bass (Dicentrarchus labrax)"
"03028490","Other"
"030285","Sea bream (Sparidae)"
"03028510","Of the species Dentex dentex or Pagellus spp."
"03028530","Gilt-head sea bream (Sparus aurata)"
"03028590","Other"
"030289","Other"
"03028910","Freshwater fish"
"03028921","Other"
"03028921","Fish of the genus Euthynnus, other than Kawakawa (Euthynnus affinis) covered by subheading 0302|49"
"03028921","For the industrial manufacture of products of heading|1604"
"03028929","Other"
"03028931","Redfish (Sebastes spp.)"
"03028931","Of the species Sebastes marinus"
"03028939","Other"
"0302893910","Of the species Sebastes mentella"
"0302893990","Other"
"03028940","Ray's bream (Brama spp.)"
"03028950","Monkfish (Lophius spp.)"
"03028960","Pink cusk-eel (Genypterus blacodes)"
"03028990","Other"
"0302899030","Red snapper (Lutjanus purpureus), for processing"
"0302899040","Fish of the species Kathetostoma giganteum"
"0302899080","Bogue (Boops boops)"
"0302899090","Other"
"030291","Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal"
"030291","Livers, roes and milt"
"0302910010","Of herring (Clupea harengus, Clupea pallasii)"
"0302910030","Of salmon"
"0302910040","Of pike"
"0302910050","Of Atlantic bigeye tuna (Thunnus obesus)"
"0302910095","Other"
"0302910096","Hard fish roes, for processing"
"0302910097","Other"
"030292","Shark fins"
"0302920010","Of dogfish of the species Squalus acanthias"
"0302920020","Of dogfish of the species Scyliorhinus spp."
"0302920090","Other"
"030299","Other"
"0302990011","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"0302990011","Of the species Oncorhynchus apache or Oncorhynchus chrysogaster"
"0302990019","Other"
"0302990020","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
"0302990030","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
"0302990040","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0302990045","Other salmonidae"
"0302990050","Redfish (Sebastes spp.)"
"0302990055","Herrings (Clupea harengus, Clupea pallasii)"
"0302990060","Hake (Merluccius spp., Urophycis spp.)"
"0302990065","Coalfish (Pollachius virens)"
"0302990071","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
"0302990071","Pacific halibut (Hippoglossus stenolepis)"
"0302990079","Other"
"0302990080","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"0302990085","Haddock (Melanogrammus aeglefinus)"
"0302990090","Other"
"0303","Fish, frozen, excluding fish fillets and other fish meat of heading|0304"
"030311","Salmonidae, excluding edible fish offal of subheadings 0303|91|to 0303|99"
"030311","Sockeye salmon (red salmon) (Oncorhynchus nerka)"
"0303110020","Headed and gutted, for processing"
"0303110080","Other"
"030312","Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
